"","diseaseType","sampleType","datasetName","minorityClassSize","majorityClassSize","minorityClassName","majorityClassName","aucroc","aupr"
"457","Ovarian Serous Cystadenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",21,451,"Ovarian Serous Cystadenocarcinoma","OtherCancerType",0.792592592592593,0.377297512071878
"458","Prostate Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",57,224,"Prostate Adenocarcinoma","OtherCancerType",0.921861281826163,0.814861070435445
"459","Rectum Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",20,452,"Rectum Adenocarcinoma","OtherCancerType",0.596296296296296,0.0680273784062557
"460","Stomach Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFiltWIS",93,124,"Stage4","Stage1",0.803803803803804,0.784354310335428
"461","Ovarian Serous Cystadenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",896,10668,"Ovarian Serous Cystadenocarcinoma","OtherCancerType",0.996260494402985,0.952708466650534
"462","Thyroid Carcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFiltWIS",76,363,"Stage4","Stage1",0.499158249158249,0.164900801915709
"463","Thyroid Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",43,238,"Thyroid Carcinoma","OtherCancerType",0.950704225352113,0.675171949429995
"464","Prostate Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",632,10932,"Prostate Adenocarcinoma","OtherCancerType",0.784012741011826,0.287392808770942
"465","Rectum Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",152,11412,"Rectum Adenocarcinoma","OtherCancerType",0.776518323757588,0.157168477177077
"466","Sarcoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",40,11524,"Sarcoma","OtherCancerType",0.997565326390898,0.717146431200059
"467","Skin Cutaneous Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",120,11444,"Skin Cutaneous Melanoma","OtherCancerType",0.709280027187106,0.0224571538455673
"468","Stomach Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",850,10714,"Stomach Adenocarcinoma","OtherCancerType",0.988103517698305,0.904405880907532
"469","Testicular Germ Cell Tumors","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",134,11430,"Testicular Germ Cell Tumors","OtherCancerType",0.7582239720035,0.0241529616611957
"470","Thymoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",120,11444,"Thymoma","OtherCancerType",0.683966080849273,0.0186536489966305
"471","Thyroid Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",655,10909,"Thyroid Carcinoma","OtherCancerType",0.871855664637493,0.370723862413101
"472","Uterine Carcinosarcoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",57,11507,"Uterine Carcinosarcoma","OtherCancerType",0.742655579033467,0.00960529487249052
"473","Uterine Corpus Endometrial Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",332,11232,"Uterine Corpus Endometrial Carcinoma","OtherCancerType",0.787498013677889,0.279012541020098
"474","Uveal Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",131,11433,"Uveal Melanoma","OtherCancerType",0.881082172420755,0.305364119389364
"475","Bladder Urothelial Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",36,622,"Bladder Urothelial Carcinoma","OtherCancerType",0.843548387096774,0.422148940169053
"476","Breast Invasive Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",82,576,"Breast Invasive Carcinoma","OtherCancerType",1,1
"477","Breast Invasive Carcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",20,200,"Stage4","Stage1",0.427777777777778,0.073947428679599
"478","Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",23,258,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma","OtherCancerType",0.937229437229437,0.784853714466615
"479","Colon Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",53,69,"Stage4","Stage1",0.61,0.613943040145551
"480","Cholangiocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",36,11528,"Cholangiocarcinoma","OtherCancerType",0.648756506651244,0.0112141775431553
"481","Glioblastoma Multiforme","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",32,440,"Glioblastoma Multiforme","OtherCancerType",0.858585858585859,0.707657787509583
"482","Head and Neck Squamous Cell Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",23,449,"Head and Neck Squamous Cell Carcinoma","OtherCancerType",0.922885572139303,0.284481523579491
"483","Kidney Renal Clear Cell Carcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",170,495,"Stage4","Stage1",0.537360890302067,0.282776430048674
"484","Lung Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",66,592,"Lung Adenocarcinoma","OtherCancerType",0.933095450490633,0.739550011802057
"485","Kidney Renal Papillary Cell Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",24,257,"Kidney Renal Papillary Cell Carcinoma","OtherCancerType",0.907235621521336,0.510324804332099
"486","Lung Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",39,343,"Stage4","Stage1",0.46969696969697,0.0922745921556591
"487","Skin Cutaneous Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",74,584,"Skin Cutaneous Melanoma","OtherCancerType",0.896883116883117,0.540035302435313
"488","Stomach Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",64,594,"Stomach Adenocarcinoma","OtherCancerType",0.958604376108811,0.765623872866594
"489","Ovarian Serous Cystadenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",21,451,"Ovarian Serous Cystadenocarcinoma","OtherCancerType",0.792592592592593,0.377297512071878
"490","Rectum Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",25,25,"Stage1","Stage1",0.326530612244898,0.384125914518795
"491","Rectum Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",25,25,"Stage4","Stage4",0.326530612244898,0.384125914518795
"492","Rectum Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",20,452,"Rectum Adenocarcinoma","OtherCancerType",0.596296296296296,0.0680273784062557
"493","Stomach Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",93,124,"Stage4","Stage1",0.848848848848849,0.823278695174464
"494","Ovarian Serous Cystadenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",896,10668,"Ovarian Serous Cystadenocarcinoma","OtherCancerType",0.996260494402985,0.952708466650534
"495","Thyroid Carcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",76,363,"Stage4","Stage1",0.539983164983165,0.192112123052863
"496","Thyroid Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",43,238,"Thyroid Carcinoma","OtherCancerType",0.950704225352113,0.675171949429995
"497","Prostate Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",632,10932,"Prostate Adenocarcinoma","OtherCancerType",0.784012741011826,0.287392808770942
"498","Rectum Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",152,11412,"Rectum Adenocarcinoma","OtherCancerType",0.776518323757588,0.157168477177077
"499","Sarcoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",40,11524,"Sarcoma","OtherCancerType",0.997565326390898,0.717146431200059
"500","Skin Cutaneous Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",120,11444,"Skin Cutaneous Melanoma","OtherCancerType",0.709280027187106,0.0224571538455673
"501","Stomach Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",850,10714,"Stomach Adenocarcinoma","OtherCancerType",0.988103517698305,0.904405880907532
"502","Testicular Germ Cell Tumors","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",134,11430,"Testicular Germ Cell Tumors","OtherCancerType",0.7582239720035,0.0241529616611957
"503","Thymoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",120,11444,"Thymoma","OtherCancerType",0.683966080849273,0.0186536489966305
"504","Thyroid Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",655,10909,"Thyroid Carcinoma","OtherCancerType",0.871855664637493,0.370723862413101
"505","Uterine Carcinosarcoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",57,11507,"Uterine Carcinosarcoma","OtherCancerType",0.742655579033467,0.00960529487249052
"506","Uterine Corpus Endometrial Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",332,11232,"Uterine Corpus Endometrial Carcinoma","OtherCancerType",0.787498013677889,0.279012541020098
"507","Uveal Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",131,11433,"Uveal Melanoma","OtherCancerType",0.881082172420755,0.305364119389364
"508","Bladder Urothelial Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",124,1719,"Bladder Urothelial Carcinoma","OtherCancerType",0.968932038834951,0.733923277189652
"509","Brain Lower Grade Glioma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",91,1752,"Brain Lower Grade Glioma","OtherCancerType",0.969029982363316,0.660339765072863
"510","Breast Invasive Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",107,1736,"Breast Invasive Carcinoma","OtherCancerType",0.988401442307692,0.764565352592788
"511","Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",70,1773,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma","OtherCancerType",0.92081427674648,0.538258262310304
"512","Colon Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",109,1734,"Colon Adenocarcinoma","OtherCancerType",0.964723557692308,0.498443841971164
"513","Esophageal Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",48,1795,"Esophageal Carcinoma","OtherCancerType",0.990706319702602,0.636095441404435
"514","Glioblastoma Multiforme","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",70,1773,"Glioblastoma Multiforme","OtherCancerType",0.984754730517442,0.804109362102086
"515","Head and Neck Squamous Cell Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",142,1701,"Head and Neck Squamous Cell Carcinoma","OtherCancerType",0.886647992530345,0.603542907919594
"516","Kidney Renal Clear Cell Carcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",170,495,"Stage4","Stage1",0.537360890302067,0.282776430048674
"517","Lung Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",66,592,"Lung Adenocarcinoma","OtherCancerType",0.933095450490633,0.739550011802057
"518","Kidney Renal Papillary Cell Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",34,1809,"Kidney Renal Papillary Cell Carcinoma","OtherCancerType",0.98929889298893,0.642453733376564
"519","Liver Hepatocellular Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",32,1811,"Liver Hepatocellular Carcinoma","OtherCancerType",0.986290157560876,0.693575367755976
"520","Lung Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",91,1752,"Lung Adenocarcinoma","OtherCancerType",0.984409171075838,0.911835767769642
"521","Stomach Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",64,594,"Stomach Adenocarcinoma","OtherCancerType",0.958604376108811,0.765623872866594
"522","Ovarian Serous Cystadenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFiltWIS",21,451,"Ovarian Serous Cystadenocarcinoma","OtherCancerType",0.792592592592593,0.377297512071878
"523","Ovarian Serous Cystadenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",55,1788,"Ovarian Serous Cystadenocarcinoma","OtherCancerType",0.890391791044776,0.496120907277439
"524","Prostate Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",121,1722,"Prostate Adenocarcinoma","OtherCancerType",0.975452196382429,0.642446997041576
"525","Rectum Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",58,1785,"Rectum Adenocarcinoma","OtherCancerType",0.943595382078065,0.501874964197467
"526","Sarcoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",36,1807,"Sarcoma","OtherCancerType",0.997416974169742,0.851828030169032
"527","Skin Cutaneous Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",158,1685,"Skin Cutaneous Melanoma","OtherCancerType",0.950157994522857,0.646634260443106
"528","Stomach Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",115,1728,"Stomach Adenocarcinoma","OtherCancerType",0.915852827617534,0.531028065857107
"529","Thyroid Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",137,1706,"Thyroid Carcinoma","OtherCancerType",0.945110018614863,0.703666666397467
"530","Uterine Corpus Endometrial Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",155,1688,"Uterine Corpus Endometrial Carcinoma","OtherCancerType",0.960560233717134,0.744380928645878
"531","Uveal Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",51,1792,"Uveal Melanoma","OtherCancerType",0.992675356921167,0.843361180587614
"532","Skin Cutaneous Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",120,11444,"Skin Cutaneous Melanoma","OtherCancerType",0.709280027187106,0.0224571538455673
"533","Stomach Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",850,10714,"Stomach Adenocarcinoma","OtherCancerType",0.988103517698305,0.904405880907532
"534","Testicular Germ Cell Tumors","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",134,11430,"Testicular Germ Cell Tumors","OtherCancerType",0.7582239720035,0.0241529616611957
"535","Thymoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",120,11444,"Thymoma","OtherCancerType",0.683966080849273,0.0186536489966305
"536","Thyroid Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",655,10909,"Thyroid Carcinoma","OtherCancerType",0.871855664637493,0.370723862413101
"537","Uterine Carcinosarcoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",57,11507,"Uterine Carcinosarcoma","OtherCancerType",0.742655579033467,0.00960529487249052
"538","Uterine Corpus Endometrial Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",332,11232,"Uterine Corpus Endometrial Carcinoma","OtherCancerType",0.787498013677889,0.279012541020098
"539","Uveal Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",131,11433,"Uveal Melanoma","OtherCancerType",0.881082172420755,0.305364119389364
"540","Bladder Urothelial Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",124,1719,"Bladder Urothelial Carcinoma","OtherCancerType",0.968932038834951,0.733923277189652
"541","Bladder Urothelial Carcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt",48,548,"SolidTissueNormal","PrimaryTumor",0.835365853658537,0.979865851914442
"542","Breast Invasive Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",107,1736,"Breast Invasive Carcinoma","OtherCancerType",0.988401442307692,0.764565352592788
"543","Breast Invasive Carcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt",129,1196,"SolidTissueNormal","PrimaryTumor",0.927300793884152,0.98077915698296
"544","Colon Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",109,1734,"Colon Adenocarcinoma","OtherCancerType",0.964723557692308,0.498443841971164
"545","Esophageal Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",48,1795,"Esophageal Carcinoma","OtherCancerType",0.990706319702602,0.636095441404435
"546","Colon Adenocarcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt",66,409,"SolidTissueNormal","PrimaryTumor",0.801553062985332,0.934106864057663
"547","Esophageal Carcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt",37,253,"SolidTissueNormal","PrimaryTumor",0.806060606060606,0.954782834167965
"548","Kidney Renal Clear Cell Carcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",170,495,"Stage4","Stage1",0.537360890302067,0.282776430048674
"549","Head and Neck Squamous Cell Carcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt",24,167,"SolidTissueNormal","PrimaryTumor",0.957142857142857,0.994144935487961
"550","Kidney Chromophobe","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt",66,116,"SolidTissueNormal","PrimaryTumor",0.86687306501548,0.915018397057746
"551","Kidney Renal Clear Cell Carcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt",110,1015,"SolidTissueNormal","PrimaryTumor",0.960326953748006,0.991678692743435
"552","Kidney Renal Papillary Cell Carcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt",36,321,"SolidTissueNormal","PrimaryTumor",0.84375,0.956985654316977
"553","Liver Hepatocellular Carcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt",72,416,"SolidTissueNormal","PrimaryTumor",0.949308755760369,0.989908700535858
"554","Lung Adenocarcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt",134,653,"SolidTissueNormal","PrimaryTumor",0.800128205128205,0.948437654450298
"555","Lung Squamous Cell Carcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt",80,538,"SolidTissueNormal","PrimaryTumor",0.916925465838509,0.986272804414467
"556","Prostate Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",121,1722,"Prostate Adenocarcinoma","OtherCancerType",0.975452196382429,0.642446997041576
"557","Rectum Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",58,1785,"Rectum Adenocarcinoma","OtherCancerType",0.943595382078065,0.501874964197467
"558","Sarcoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",36,1807,"Sarcoma","OtherCancerType",0.997416974169742,0.851828030169032
"559","Skin Cutaneous Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",158,1685,"Skin Cutaneous Melanoma","OtherCancerType",0.950157994522857,0.646634260443106
"560","Stomach Adenocarcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",115,1728,"Stomach Adenocarcinoma","OtherCancerType",0.915852827617534,0.531028065857107
"561","Prostate Adenocarcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt",67,632,"SolidTissueNormal","PrimaryTumor",0.920634920634921,0.986766882135993
"562","Uterine Corpus Endometrial Carcinoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",155,1688,"Uterine Corpus Endometrial Carcinoma","OtherCancerType",0.960560233717134,0.744380928645878
"563","Uveal Melanoma","Blood Derived Normal","vsnmDataGenusKrakenQCFilt",51,1792,"Uveal Melanoma","OtherCancerType",0.992675356921167,0.843361180587614
"564","Skin Cutaneous Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",120,11444,"Skin Cutaneous Melanoma","OtherCancerType",0.709280027187106,0.0224571538455673
"565","Stomach Adenocarcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt",113,850,"SolidTissueNormal","PrimaryTumor",0.92620320855615,0.9884498052231
"566","Testicular Germ Cell Tumors","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",134,11430,"Testicular Germ Cell Tumors","OtherCancerType",0.7582239720035,0.0241529616611957
"567","Thymoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",120,11444,"Thymoma","OtherCancerType",0.683966080849273,0.0186536489966305
"568","Thyroid Carcinoma","Primary Tumor vs Solid Tissue Normal","vsnmDataGenusKrakenQCFilt",79,655,"SolidTissueNormal","PrimaryTumor",0.900621118012422,0.983261726131377
"569","Uterine Carcinosarcoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",57,11507,"Uterine Carcinosarcoma","OtherCancerType",0.742655579033467,0.00960529487249052
"570","Uterine Corpus Endometrial Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",332,11232,"Uterine Corpus Endometrial Carcinoma","OtherCancerType",0.787498013677889,0.279012541020098
"571","Uveal Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFiltWIS",131,11433,"Uveal Melanoma","OtherCancerType",0.881082172420755,0.305364119389364
"572","Adrenocortical Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",79,11485,"Adrenocortical Carcinoma","OtherCancerType",0.805691929071749,0.0350766726274718
"573","Bladder Urothelial Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",548,11016,"Bladder Urothelial Carcinoma","OtherCancerType",0.773810754148704,0.264869722975922
"574","Brain Lower Grade Glioma","Primary Tumor","vsnmDataGenusKrakenQCFilt",605,10959,"Brain Lower Grade Glioma","OtherCancerType",0.848201604512671,0.267812876403244
"575","Breast Invasive Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",1196,10368,"Breast Invasive Carcinoma","OtherCancerType",0.806217104672259,0.328798980875659
"576","Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",372,11192,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma","OtherCancerType",0.811503192200243,0.27777543568568
"577","Cholangiocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",36,11528,"Cholangiocarcinoma","OtherCancerType",0.740485829959514,0.00569028839035889
"578","Colon Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",409,11155,"Colon Adenocarcinoma","OtherCancerType",0.791564187236044,0.32135869205503
"579","Esophageal Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",253,11311,"Esophageal Carcinoma","OtherCancerType",0.995547696237351,0.846719776368275
"580","Glioblastoma Multiforme","Primary Tumor","vsnmDataGenusKrakenQCFilt",225,11339,"Glioblastoma Multiforme","OtherCancerType",0.997954947403529,0.963798761213339
"581","Head and Neck Squamous Cell Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",167,11397,"Head and Neck Squamous Cell Carcinoma","OtherCancerType",0.996308862240421,0.872699073799445
"582","Kidney Chromophobe","Primary Tumor","vsnmDataGenusKrakenQCFilt",116,11448,"Kidney Chromophobe","OtherCancerType",0.859424783308781,0.189303588790509
"583","Kidney Renal Clear Cell Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",1015,10549,"Kidney Renal Clear Cell Carcinoma","OtherCancerType",0.890661387983232,0.684621375619863
"584","Kidney Renal Papillary Cell Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",321,11243,"Kidney Renal Papillary Cell Carcinoma","OtherCancerType",0.78393139580862,0.078096391299866
"585","Liver Hepatocellular Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",416,11148,"Liver Hepatocellular Carcinoma","OtherCancerType",0.837930718475073,0.218451199949655
"586","Lung Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",653,10911,"Lung Adenocarcinoma","OtherCancerType",0.847830344622279,0.380612120270588
"587","Lung Squamous Cell Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",538,11026,"Lung Squamous Cell Carcinoma","OtherCancerType",0.743358244416605,0.105106141641726
"588","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",54,11510,"Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","OtherCancerType",0.742524616275702,0.0775812328126629
"589","Mesothelioma","Primary Tumor","vsnmDataGenusKrakenQCFilt",86,11478,"Mesothelioma","OtherCancerType",0.74035434214348,0.0148703054656061
"590","Ovarian Serous Cystadenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",896,10668,"Ovarian Serous Cystadenocarcinoma","OtherCancerType",0.998703358208955,0.986676256378646
"591","Pancreatic Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",178,11386,"Pancreatic Adenocarcinoma","OtherCancerType",0.764435481643139,0.0391696054916904
"592","Pheochromocytoma and Paraganglioma","Primary Tumor","vsnmDataGenusKrakenQCFilt",178,11386,"Pheochromocytoma and Paraganglioma","OtherCancerType",0.808630072653941,0.0570318502318227
"593","Prostate Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",632,10932,"Prostate Adenocarcinoma","OtherCancerType",0.819145726129563,0.328021885462238
"594","Rectum Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",152,11412,"Rectum Adenocarcinoma","OtherCancerType",0.807400915376375,0.244705373614346
"595","Sarcoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",40,11524,"Sarcoma","OtherCancerType",0.999325040979655,0.738094975344111
"596","Skin Cutaneous Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",120,11444,"Skin Cutaneous Melanoma","OtherCancerType",0.652506715862381,0.0254363240884688
"597","Stomach Adenocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",850,10714,"Stomach Adenocarcinoma","OtherCancerType",0.992583915955928,0.94341890335046
"598","Testicular Germ Cell Tumors","Primary Tumor","vsnmDataGenusKrakenQCFilt",134,11430,"Testicular Germ Cell Tumors","OtherCancerType",0.83688393117527,0.0406428080424135
"599","Thymoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",120,11444,"Thymoma","OtherCancerType",0.730540181894682,0.0196137124795664
"600","Thyroid Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",655,10909,"Thyroid Carcinoma","OtherCancerType",0.96135890175141,0.743457506490648
"601","Uterine Carcinosarcoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",57,11507,"Uterine Carcinosarcoma","OtherCancerType",0.624821075591303,0.00724768463121336
"602","Uterine Corpus Endometrial Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",332,11232,"Uterine Corpus Endometrial Carcinoma","OtherCancerType",0.81110001768951,0.281291493441954
"603","Uveal Melanoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",131,11433,"Uveal Melanoma","OtherCancerType",0.875144880394224,0.397752582745249
"604","Adrenocortical Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",79,11485,"Adrenocortical Carcinoma","OtherCancerType",0.805691929071749,0.0350766726274718
"605","Bladder Urothelial Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",548,11016,"Bladder Urothelial Carcinoma","OtherCancerType",0.773810754148704,0.264869722975922
"606","Breast Invasive Carcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",20,200,"Stage4","Stage1",0.427777777777778,0.073947428679599
"607","Breast Invasive Carcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",1196,10368,"Breast Invasive Carcinoma","OtherCancerType",0.806217104672259,0.328798980875659
"608","Colon Adenocarcinoma","Stage I vs IV","vsnmDataGenusKrakenQCFilt",53,69,"Stage4","Stage1",0.61,0.613943040145551
"609","Cholangiocarcinoma","Primary Tumor","vsnmDataGenusKrakenQCFilt",36,11528,"Cholangiocarcinoma","OtherCancerType",0.740485829959514,0.00569028839035889
